category,label,agent,text,text_coref,segmentation,episode,podcast,pod_cat,language,ClaimBuster,ClaimBuster COREF,Motivation,ClaimSpan
Checkworthy,Quotation,Ma,"According to the New York Post, as soon as people start expressing worry about Neely's well-being, the other people just let him go.","According to the New York Post, as soon as people start expressing worry about Jordan Neely's well-being, the other people just let Jordan Neely go.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.371066915,0.196282134,Confirm True,
Checkworthy,Quotation,Ma,"The two people who are subduing him there, they let Neely go after a few seconds, leaving him lying on his side on the ground, presumably.","The two people who are subduing Jordan Neely there, the other people let Jordan Neely go after a few seconds, leaving Jordan Neely lying on Jordan Neely's side on the ground, presumably.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.529578532,0.510867237,Learn More,
Checkworthy,Quotation,Ma,"Vasquez, who's filming it, said he had mixed feelings about the fatal encounter, particularly since he and Neely had not physically attacked.","Vasquez, who's filming it, said Vasquez, who's filming it had mixed feelings about the fatal encounter, particularly since Vasquez, who's filming it and Jordan Neely had not physically attacked.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.666829677,0.719576413,Learn More,
Checkworthy,Quotation,Ma,He said Neely had not physically attacked anyone on the train before being taken down.,"Vasquez, who's filming it said Jordan Neely had not physically attacked anyone on the train before being taken down.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.855703877,0.914841897,Confirm True,
Not Checkworthy,Personal Experience,Ma,"He said, this would never have happened if the police had shown up within five minutes.","Vasquez, who's filming it said, the fatal encounter would never have happened if the police had shown up within five minutes.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.768486994,0.876073821,,
Not Checkworthy,Personal Experience,Ma,Then we would be talking about a true hero.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.087795703,,,
Checkworthy,Quotation,Ma,"So the medical examiner has ruled that the subway rider choked Neely to death, or at least it's been ruled a homicide, which generally speaking, when a medical examiner rules a homicide, it just means that it wasn't a suicide and it wasn't natural causes.","So the medical examiner has ruled that another person who's attempting to subdue him choked Jordan Neely to death, or at least it's been ruled a homicide, which generally speaking, when a medical examiner rules a homicide, it just means that it wasn't a suicide and it wasn't natural causes.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.897390574,0.921385634,Confirm True,
Not Checkworthy,Emotions and Opinions,Ma,"According to the medical examiner, Neely was homeless, had been screaming at passengers.","According to the medical examiner, Jordan Neely was homeless, had been screaming at passengers.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.519460084,0.600741161,,
Not Checkworthy,Emotions and Opinions,Ma,The race component here cannot be ignored.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.187394954,,,
Checkworthy,Quotation,Ma,"So as said, there are multiple people online who are claiming that Jordan Neely attempted to push them on the subway tracks, for example.","So as said, there are multiple people online who are claiming that Jordan Neely attempted to push multiple people online who are claiming that Jordan Neely attempted to push them on the subway tracks, for example on the subway tracks, for example.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.924999899,0.891616954,Controversial,
Checkworthy,Quotation,Ma,"One Twitter account said, I'm pretty sure I had a run-in with this guy a few weeks ago on the F. He was throwing around a city bike and yelling about how he was gonna kill people.","One Twitter account said, One Twitter account'm pretty sure One Twitter account had a run-in with Jordan Neely a few weeks ago on the F. Jordan Neely was throwing around a city bike and yelling about how Jordan Neely was gonna kill people.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.498106049,0.649593873,Learn More,
Checkworthy,Quotation,Ma,"Another person said, this man jumped on me, grabbed my shoulders, pushed me toward the track Sunday night at this very station.","Another person said, Jordan Neely jumped on Another person, grabbed Another person's shoulders, pushed Another person toward the track Sunday night at this very station.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.158671706,0.615753043,Controversial,
Checkworthy,Cause and Effect,Ma,"I was able to run away, but he got physical and chased other people standing on the platform before getting on an uptown train.","Another person was able to run away, but Jordan Neely got physical and chased other people standing on the platform before getting on an uptown train.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.49920761,0.62731399,Controversial,
Not Checkworthy,Emotions and Opinions,Ma,This whole thing is so sad.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.085329938,,,
Not Checkworthy,Emotions and Opinions,Ma,"Well, yes, I mean, it is sad when you leave mentally ill people on the streets to pose a danger to themselves and others.","Well, yes, I mean, it is sad when you leave mentally ill people on the streets to pose a danger to mentally ill people and others.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.033323765,0.03554957,,
Not Checkworthy,Emotions and Opinions,Ma,It's a serious problem.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.133960304,,,
Checkworthy,Factual Descriptions,Ma,"New York City is a really, really bad place to pretend that that is the case because the vast majority of violent crime in New York City is committed by people of minority status.","the city is a really, really bad place to pretend that that is the case because the vast majority of violent crime in the city is committed by people of minority status.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.855073507,0.689066893,Discrimination,
Checkworthy,Factual Descriptions,Ma,"All of extraordinary percentage, very, very high percentage of all violent crime in New York City is committed by people who are either Black or Hispanic.","All of extraordinary percentage, very, very high percentage of all violent crime in the city is committed by people who are either Black or Hispanic.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.967226158,0.951271124,Confirm False,
Not Checkworthy,Personal Experience,Ma,Pretending that New York City is like the center of white on Black violence or white on Hispanic violence or any of the rest of this is just garbage.,Pretending that the city is like the center of white on Black violence or white on Hispanic violence or any of the rest of this is just garbage.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.314510601,0.210297104,,
Checkworthy,Factual Descriptions,Ma,A gunman was accused of shooting five people at a medical facility in Midtown and killing one of them.,A gunman was accused of shooting five people at a medical facility in Midtown and killing one of five people.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.95393921,0.950507573,Confirm True,
Not Checkworthy,Emotions and Opinions,Ma,That story is not gonna be a national news story for more than five seconds because the shooter in this particular case is Black.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.28011788,,,
Not Checkworthy,Broadcast Details,Ma,He was taken into custody after an hours long manhunt that paralyzed Metro Atlanta.,A gunman was taken into custody after an hours long manhunt that paralyzed Metro Atlanta.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.970921318,0.970186415,,
Not Checkworthy,Broadcast Details,Ma,There was an active shooter incident in Atlanta yesterday as well.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.662136369,,,
Not Checkworthy,Emotions and Opinions,Ma,Another story that will not be a national story for more than five minutes is this Atlanta mass shootings.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.435499237,,,
Not Checkworthy,Personal Experience,Ma,"They need stories, which is why this will be a national story.","The media need stories, which is why The incident will be a national story.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.055917866,0.133471887,,
Not Checkworthy,Not a Claim,Ma,But the media needs stories.,But The media needs stories.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.151036595,0.151036595,,
Not Checkworthy,Broadcast Details,Ma,Most of the victims are also Black or Hispanic.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.649668873,,,
Not Checkworthy,Not a Claim,Ma,That is just a fact.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.331477357,,,
Not Checkworthy,Emotions and Opinions,Ma,"The media, a huge narrative for the media is that America is a systemically racist society.","The media, a huge narrative for The media is that America is a systemically racist society.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.08723227,0.08723227,,
Not Checkworthy,Emotions and Opinions,Ma,"This isn't gonna stop the crowds from protesting because again, the racial component is a large part of this.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.421016803,,,
Not Checkworthy,Not a Claim,Ma,"If it's the same guy, he was either going to hurt somebody or get murked by a cop or a bystander sooner or later.","If it's Jordan Neely, Jordan Neely was either going to hurt somebody or get murked by a cop or a bystander sooner or later.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.082393969,0.111986006,,
Not Checkworthy,Not a Claim,Ma,"Most left the car, but this poor Asian lady got stuck by him, so a few of us couldn't leave her alone with him.","Most left the car, but this poor Asian lady got stuck by Jordan Neely, so a few of us couldn't leave this poor Asian lady alone with Jordan Neely.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.250516528,0.297196994,,
Not Checkworthy,Not a Claim,Ma,PeerTalk is simply smarter wireless.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.152996735,,,
Not Checkworthy,Not a Claim,Ma,Promo code Shapiro.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.34372314,,,
Not Checkworthy,Not a Claim,Ma,That's PeerTalk.com.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.155612146,,,
Not Checkworthy,Not a Claim,Ma,Save 50% off your very first month of coverage.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.851100688,,,
Not Checkworthy,Not a Claim,Ma,Enter promo code Shapiro.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.159282698,,,
Not Checkworthy,Not a Claim,Ma,Head on over to PeerTalk.com.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.050310366,,,
Not Checkworthy,Not a Claim,Ma,Do the same.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.248066967,,,
Not Checkworthy,Not a Claim,Ma,I was even able to keep my phone number.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.566860901,,,
Not Checkworthy,Not a Claim,Ma,PeerTalk's US customer service team helped me make the switch in as little as 10 minutes.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.786757093,,,
Not Checkworthy,Not a Claim,Ma,"Their 5G service is really, really fast.","PeerTalk's 5G service is really, really fast.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.281741458,0.274874699,,
Not Checkworthy,Not a Claim,Ma,I use PeerTalk.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.157480098,,,
Not Checkworthy,Not a Claim,Ma,"With PeerTalk, you get the same coverage you're used to at half the rate you're currently paying.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.943757302,,,
Not Checkworthy,Not a Claim,Ma,"Plus, you don't get cheap, inconsistent service.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.218277257,,,
Not Checkworthy,Not a Claim,Ma,Think about what you could do with that money.,Think about what you could do with over $900 per year.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.071945271,0.576559476,,
Not Checkworthy,Not a Claim,Ma,PeerTalk saves the average family over $900 per year.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.961463661,,,
