text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
"But today, McCarthy and his MAGA Republicans want to steal benefits from Americans who work day in and day out, whether that's caring for our kids or whether that's punching in and out at a nine to five.",2224973,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Work requirements are bad.,2224975,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
They're obnoxious.,2224976,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"They're not obnoxious, just not taking the bait.",2224977,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"In your phraseology, there is the kickbacks to his donors.",2224978,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Is that specifically in reference to tax cuts to the rich and corporations?,2224979,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Absolutely.,2224980,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"OK, so I mean, that is one way in which to do this is there's, you know, everyone wants to get our, you know, you would know the right phrase.",2224981,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But once we have fallen and Biden has put himself in this position on the idea that we have to deal with deficits over time, it's a question of how, because I mean, the public does agree with that, even if they and they have more ways and, you know, they just want to cut foreign aid and waste fraud abuse and keep everything else while also expending, you know, spending more money in the military, whatever the public wants.",2224982,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
But you get into it.,2224983,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Now you're in this world of how do you do it, right?",2224984,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And our way is includes asking the wealthy and corporations to pay more.,2224985,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
They will refuse to do that because they refuse to do that.,2224986,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"They have to X, Y, and Z, right?",2224987,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Which can be cut Medicare and Social Security, you know, you know, benefit theft is in your phrase or something like that.",2224988,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Like that is sort of the, you know, once we're in that world, is that the way to do it?",2224989,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
About two different approaches.,2224990,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Yeah.,2224991,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I mean, you may argue with me and it's, it's a credible claim to make that what I'm about to say is so fantastical.",2224992,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It leaves the realm of possibility.,2224993,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I personally feel very strongly that we shouldn't be worshipping at the altar of we also want to tackle the deficit.,2224994,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"We also want to deal with the debt because first of all, you know, if you believe in modern monetary theory, I think that that's pretty silly.",2224995,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And from a language perspective, not a policy perspective or econ perspective, if we tell the public that what we need you to focus on, what we need you to think about, what is most important here is who is going to deliver to you the greatest cuts to the deficit, then that is advantage team cut, cut, cut.",2224996,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And regardless of what is actually factually true and the way that we, you know, yell on the screen, because it is true that they're the ones that actually pile onto the deficit with their tax cuts and their various kinds of spending.",2224997,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"The public perception is what the public perception is, as you have rightly laid out and know.",2224998,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So when we get into that trap of, you know, we also want to cut the deficit and these are the ways that we're going to cut the deficit.",2224999,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I just think we're handing them the advantage and where we need to keep the discourse is, and, you know, I'm going to bring up a word that you and I are both very, very into, which is freedoms.",2225000,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We need to talk about how we need to make the freedom case in the economic realm.,2225001,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So this idea, as ever, that we value our freedoms, but a wealthy few have always tried calling the shots, rigging the rules to avoid paying what they owe that, by the way, pay what they owe rather than ask them to contribute their fair share, much stronger language, pay what rightly implies that they've been skating by and skirting what is due as opposed to now a new asking them to chip into the pot.",2225002,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So the idea with that, that the wealthy few have always tried calling the shots and now MAGA Republicans want to default on America and push us into economic showdown, unless we let them take away our healthcare, our school funding, jobs from families.",2225003,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"That is where we need the argument to be, that basically this is same as it ever was perennially MAGA Republicans jumping to do the bidding of billionaires and trying to put our families into peril and making the call be protect our families from the MAGA default.",2225004,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And one last question for you.,2225005,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
The Republican primary is heating up.,2225006,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"We're seeing sort of a race to the bottom between Trump and DeSantis and all these candidates to be the most outrageous, most MAGA extreme Republican possible.",2225007,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We have state legislators and other Republican politicians doing just absolutely unheard of offensive things on book bans and attack on trans kids and attack on women's freedom and all of the above.,2225008,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"For Democrats trying to highlight Republican extremism, it is a target rich opportunity.",2225009,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
What is your advice on how we do that without simply being in response mode?,2225010,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Is there a way that you would recommend to build a coherent narrative about who the Republicans are to fit all of these things into?,2225011,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Yeah, I'm so glad that you're asking.",2225012,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"One of the things that we see over and over again, and it was really a hallmark of the Trump years is that when we go after folks for, you know, the daily assault and at 10 AM it's this and at 1020 it's that and at 1030 and so on and so forth, we actually lose the big picture.",2225013,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And what voters take away from that is, first of all, they can't remember what's going on.",2225014,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And second of all, it really feels to them like, oh, that's just politics as usual.",2225015,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
That is where team blue says crappy things about team red and vice versa.,2225016,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And sort of the slings and arrows don't land.,2225017,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So what we have to do, and it's tough, is discipline ourselves to actually not talk about every single one of these things as a separate one off.",2225018,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And can you believe they did this?,2225019,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And can you believe they said that?,2225020,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And can you believe and can you believe and can you believe?,2225021,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But rather, as you just articulated, come up with one overarching charge.",2225022,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And the ones that we are seeing still pop because we are hot in the middle of this, especially in preparation for the slew of Supreme Court badness that is coming our way.",2225023,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"We're just in the field looking, looking, looking at what is this overarching story?",2225024,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"The ones are popping to the top, unsurprisingly, a continuation of what we saw work in 22, which is they want to take away your freedoms from the freedom to love who you love, to read what you want to read, for your kids to learn the truth of our past, your freedom to decide whether and when to have kids, your freedom to be with your partner, your freedom to parent how you see fit and raise your kids according to your own values, which of course is a charge that they make against us.",2225025,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So again, that loss aversion weaving in the economics, they want to take away your freedom to earn a good living.",2225026,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
They want to take away your freedom to retire in dignity and so on.,2225027,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So it doesn't just apply on the social side.,2225028,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Another way of doing it, another kind of overarching storyline that's really popping is this idea of control.",2225029,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So they want to control us.,2225030,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
They want to decide our futures for us.,2225031,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"They want to take us backward to a time where they call the shots and they can hand back whatever they want to their wealthy donors while telling us who we can be, what we can do, where we can go, and what we can say.",2225032,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So taking away our freedoms, trying to control us and decide our futures for us, those are two kind of ways to tell the full story and fit the particular for instances in it.",2225033,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Anat, thank you so much.",2225034,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Please tell our listeners where they can follow you and get more information on your messaging advice.,2225035,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Yeah, I appreciate it.",2225036,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So I tweet often, good messaging.",2225037,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Sometimes, as I like to say, tweet as I say, not as I do.",2225038,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
